id,latitude_after,longitude_after,status_group,latitude_before,longitude_before,latitude_diff,longitude_diff
17226,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
12596,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
47047,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
29494,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
6391,-1.32618753,34.2763392,functional,-2e-08,,-1.3261875099999998,
25784,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
40687,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
35151,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
16570,-1.32618753,34.2763392,non functional,-2e-08,,-1.3261875099999998,
45164,-2.92305021,34.14372834,functional,-2e-08,,-2.92305019,
25559,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
63030,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
40464,-3.01689777,34.05801556,non functional,-2e-08,,-3.01689775,
3376,-2.71257284,33.65878023,functional,-2e-08,,-2.71257282,
43649,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
34293,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
62997,-2.58923342,33.36069447,functional needs repair,-2e-08,,-2.5892334,
45304,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
70316,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
70022,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
52439,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
24575,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
67442,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
40244,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
2918,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
17625,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
22128,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
46266,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
26946,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
61471,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
71719,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
1948,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
66845,-2.96839501,34.29685655,functional needs repair,-2e-08,,-2.96839499,
20830,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
25513,-1.400181875,31.485073980000003,functional needs repair,-2e-08,,-1.4001818549999998,
29885,-3.01689777,34.05801556,non functional,-2e-08,,-3.01689775,
33890,-1.32618753,34.2763392,functional,-2e-08,,-1.3261875099999998,
30038,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
25060,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
39740,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
65028,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
31605,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
58427,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
63106,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
50627,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
62800,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
61364,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
47529,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
43854,-2.58923342,33.36069447,functional,-2e-08,,-2.5892334,
26010,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
17498,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
28100,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
43707,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
30428,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
30854,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
73467,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
31914,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
67522,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
56668,-2.58923342,33.36069447,functional,-2e-08,,-2.5892334,
63236,-1.32618753,34.2763392,functional,-2e-08,,-1.3261875099999998,
52797,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
30389,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
7969,-5.88309917,33.00859108,non functional,-2e-08,,-5.8830991500000005,
47539,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
28789,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
18904,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
18199,-2.96839501,34.29685655,functional,-2e-08,,-2.96839499,
19921,-7.80773235,36.89802478,functional,-2e-08,,-7.80773233,
52269,-2.58923342,33.36069447,functional,-2e-08,,-2.5892334,
26430,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
29708,-2.889175355,34.09756337,functional,-2e-08,,-2.889175335,
17441,-2.889175355,34.09756337,functional,-2e-08,,-2.889175335,
70199,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
37838,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
19599,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
59491,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
7082,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
34900,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
21280,-2.71257284,33.65878023,functional needs repair,-2e-08,,-2.71257282,
30031,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
26257,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
4377,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
26967,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
45086,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
16815,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
15259,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
24103,-1.400181875,31.485073980000003,functional needs repair,-2e-08,,-1.4001818549999998,
16811,-1.400181875,31.485073980000003,functional needs repair,-2e-08,,-1.4001818549999998,
3214,-2.58923342,33.36069447,functional,-2e-08,,-2.5892334,
7182,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
14290,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
33535,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
36233,-1.32618753,34.2763392,functional,-2e-08,,-1.3261875099999998,
64525,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
5698,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
31684,-2.71257284,33.65878023,functional,-2e-08,,-2.71257282,
32204,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
48469,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
19687,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
71142,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
811,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
33228,-5.88309917,33.00859108,non functional,-2e-08,,-5.8830991500000005,
27113,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
34989,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
39475,-2.58923342,33.36069447,functional,-2e-08,,-2.5892334,
57535,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
6147,-7.80773235,36.89802478,non functional,-2e-08,,-7.80773233,
48648,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
31479,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
37812,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
4645,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
63261,-3.01689777,34.05801556,functional,-2e-08,,-3.01689775,
17587,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
16232,-3.01689777,34.05801556,non functional,-2e-08,,-3.01689775,
1595,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
21620,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
2608,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
67328,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
25666,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
11886,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
7016,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
47082,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
33311,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
41655,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
34522,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
40002,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
9393,-2.71257284,33.65878023,functional,-2e-08,,-2.71257282,
23184,-2.71257284,33.65878023,functional,-2e-08,,-2.71257282,
21038,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
6794,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
38651,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
71127,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
63570,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
12400,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
69228,-2.58923342,33.36069447,functional,-2e-08,,-2.5892334,
67495,-7.80773235,36.89802478,functional needs repair,-2e-08,,-7.80773233,
59481,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
5347,-7.80773235,36.89802478,non functional,-2e-08,,-7.80773233,
32761,-2.92305021,34.14372834,functional needs repair,-2e-08,,-2.92305019,
41349,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
69633,-2.92305021,34.14372834,functional needs repair,-2e-08,,-2.92305019,
13409,-2.71257284,33.65878023,functional needs repair,-2e-08,,-2.71257282,
10532,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
33747,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
45870,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
274,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
59433,-3.01689777,34.05801556,functional needs repair,-2e-08,,-3.01689775,
35395,-2.889175355,34.09756337,functional,-2e-08,,-2.889175335,
52578,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
2410,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
36432,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
61071,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
50695,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
60444,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
72343,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
33940,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
55213,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
68329,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
30609,-1.32618753,34.2763392,functional,-2e-08,,-1.3261875099999998,
61560,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
38669,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
44709,-2.71257284,33.65878023,functional,-2e-08,,-2.71257282,
71002,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
20068,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
63995,-2.58923342,33.36069447,functional needs repair,-2e-08,,-2.5892334,
9769,-2.58923342,33.36069447,functional needs repair,-2e-08,,-2.5892334,
61715,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
9825,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
20343,-5.88309917,33.00859108,non functional,-2e-08,,-5.8830991500000005,
52060,-3.01689777,34.05801556,functional needs repair,-2e-08,,-3.01689775,
73934,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
67401,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
27726,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
42007,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
52952,-3.01689777,34.05801556,functional,-2e-08,,-3.01689775,
74193,-3.01689777,34.05801556,functional needs repair,-2e-08,,-3.01689775,
16851,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
946,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
13711,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
26656,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
11174,-1.32618753,34.2763392,functional needs repair,-2e-08,,-1.3261875099999998,
68922,-2.71257284,33.65878023,functional,-2e-08,,-2.71257282,
15621,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
2990,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
19126,-2.71257284,33.65878023,functional,-2e-08,,-2.71257282,
15732,-2.58923342,33.36069447,functional needs repair,-2e-08,,-2.5892334,
43402,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
6703,-1.32618753,34.2763392,functional,-2e-08,,-1.3261875099999998,
56429,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
72773,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
65360,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
66473,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
46708,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
9818,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
2103,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
67763,-1.32618753,34.2763392,functional,-2e-08,,-1.3261875099999998,
6190,-2.58923342,33.36069447,functional,-2e-08,,-2.5892334,
40110,-2.92305021,34.14372834,functional needs repair,-2e-08,,-2.92305019,
53149,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
11614,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
25008,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
66251,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
7188,-2.58923342,33.36069447,functional,-2e-08,,-2.5892334,
23358,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
15740,-2.71257284,33.65878023,functional,-2e-08,,-2.71257282,
47633,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
1136,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
51649,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
69194,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
47303,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
36156,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
34721,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
50778,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
65980,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
17927,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
65994,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
7225,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
14679,-2.58923342,33.36069447,functional,-2e-08,,-2.5892334,
45772,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
72756,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
54215,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
56077,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
55281,-3.01689777,34.05801556,functional needs repair,-2e-08,,-3.01689775,
64495,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
24349,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
17161,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
32386,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
69973,-7.80773235,36.89802478,non functional,-2e-08,,-7.80773233,
30598,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
24964,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
12282,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
31382,-5.88309917,33.00859108,non functional,-2e-08,,-5.8830991500000005,
17432,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
40690,-7.80773235,36.89802478,non functional,-2e-08,,-7.80773233,
5726,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
22995,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
13292,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
16317,-3.01689777,34.05801556,non functional,-2e-08,,-3.01689775,
69470,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
62972,-2.96839501,34.29685655,functional needs repair,-2e-08,,-2.96839499,
40560,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
57723,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
26904,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
44008,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
10704,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
12601,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
69295,-1.32618753,34.2763392,functional needs repair,-2e-08,,-1.3261875099999998,
2521,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
11016,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
43353,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
60955,-7.80773235,36.89802478,functional,-2e-08,,-7.80773233,
53880,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
30259,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
54438,-2.889175355,34.09756337,functional needs repair,-2e-08,,-2.889175335,
49644,-1.32618753,34.2763392,non functional,-2e-08,,-1.3261875099999998,
52653,-2.58923342,33.36069447,non functional,-2e-08,,-2.5892334,
73823,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
23475,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
15912,-2.95442908,34.14372834,functional needs repair,-2e-08,,-2.9544290600000003,
19544,-2.95442908,34.14372834,non functional,-2e-08,,-2.9544290600000003,
11233,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
57670,-1.400181875,31.485073980000003,non functional,-2e-08,,-1.4001818549999998,
557,-1.400181875,31.485073980000003,functional,-2e-08,,-1.4001818549999998,
19148,-2.95442908,34.14372834,functional,-2e-08,,-2.9544290600000003,
